JS file,View/layout using it,JS function/event,API URL,HTTP method,Controller/action,Controller parameters,JS parameters,DBConnection method,Package/procedure,Package spec exists,Package body exists,DB hardening,Status,Issue found,Recommended fix
AIS\wwwroot\js\csp\Views_Execution_manage_observations.js:234,AIS\Views\Execution\manage_observations.cshtml:219; AIS\Views\ManagementAudit\MA_Partials\_ManageObservations.cshtml:179,finalCommentsButtonSave,/ApiCalls/update_observation_status,POST,ApiCalls.update_observation_status,"OBS_ID, NEW_STATUS_ID, DRAFT_PARA_NO, RISK_ID, AUDITOR_COMMENT","AUDITOR_COMMENT, NEW_STATUS_ID, OBS_ID, RISK_ID",UpdateAuditObservationStatus,pkg_ar.P_UpdateAuditObservationStatus,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,JS data is missing controller parameters: draft_para_no,Add the missing JS data keys or update the controller signature if model binding is intentional.
AIS\wwwroot\js\csp\Views_Execution_manage_observations.js:297,AIS\Views\Execution\manage_observations.cshtml:219; AIS\Views\ManagementAudit\MA_Partials\_ManageObservations.cshtml:179,submitObservationToAuditee,/ApiCalls/submit_observation_to_auditee,POST,ApiCalls.submit_observation_to_auditee,OBS_ID,"NEW_STATUS_ID, OBS_ID, RISK_ID",GetObservationSubmittedNotificationData,,,,,Broken,"Controller calls a DBConnection method that is not active or not indexed. | JS sends parameters not present in controller signature: new_status_id, risk_id",Remove unused JS data keys or add explicit controller parameters if expected. | Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\csp\Views_Execution_manage_observations.js:297,AIS\Views\Execution\manage_observations.cshtml:219; AIS\Views\ManagementAudit\MA_Partials\_ManageObservations.cshtml:179,submitObservationToAuditee,/ApiCalls/submit_observation_to_auditee,POST,ApiCalls.submit_observation_to_auditee,OBS_ID,"NEW_STATUS_ID, OBS_ID, RISK_ID",IsObservationSubmittedToAuditee,,,,,Broken,"Controller calls a DBConnection method that is not active or not indexed. | JS sends parameters not present in controller signature: new_status_id, risk_id",Remove unused JS data keys or add explicit controller parameters if expected. | Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\csp\Views_Execution_manage_observations.js:297,AIS\Views\Execution\manage_observations.cshtml:219; AIS\Views\ManagementAudit\MA_Partials\_ManageObservations.cshtml:179,submitObservationToAuditee,/ApiCalls/submit_observation_to_auditee,POST,ApiCalls.submit_observation_to_auditee,OBS_ID,"NEW_STATUS_ID, OBS_ID, RISK_ID",SubmitAuditObservationToAuditee,pkg_ar.P_SubmitAuditObservationToAuditee,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,"Controller calls a DBConnection method that is not active or not indexed. | JS sends parameters not present in controller signature: new_status_id, risk_id",Remove unused JS data keys or add explicit controller parameters if expected. | Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\csp\Views_Execution_manage_observations_branches.js:283,AIS\Views\Execution\manage_observations_branches.cshtml:385,getSubProcessList,/ApiCalls/sub_checklist,POST,ApiCalls.sub_checklist,"T_ID, ENG_ID","T_ID, option",GetAuditChecklistSub,pkg_ar.p_GetAuditChecklistSub,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,JS data is missing controller parameters: eng_id | JS sends parameters not present in controller signature: option,Add the missing JS data keys or update the controller signature if model binding is intentional. | Remove unused JS data keys or add explicit controller parameters if expected.
AIS\wwwroot\js\csp\Views_Execution_manage_observations_branches.js:601,AIS\Views\Execution\manage_observations_branches.cshtml:385,finalSubmissionParasToAuditee,/ApiCalls/submit_observation_to_auditee,POST,ApiCalls.submit_observation_to_auditee,OBS_ID,"NEW_STATUS_ID, OBS_ID, RISK_ID",GetObservationSubmittedNotificationData,,,,,Broken,"Controller calls a DBConnection method that is not active or not indexed. | JS sends parameters not present in controller signature: new_status_id, risk_id",Remove unused JS data keys or add explicit controller parameters if expected. | Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\csp\Views_Execution_manage_observations_branches.js:601,AIS\Views\Execution\manage_observations_branches.cshtml:385,finalSubmissionParasToAuditee,/ApiCalls/submit_observation_to_auditee,POST,ApiCalls.submit_observation_to_auditee,OBS_ID,"NEW_STATUS_ID, OBS_ID, RISK_ID",IsObservationSubmittedToAuditee,,,,,Broken,"Controller calls a DBConnection method that is not active or not indexed. | JS sends parameters not present in controller signature: new_status_id, risk_id",Remove unused JS data keys or add explicit controller parameters if expected. | Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\csp\Views_Execution_manage_observations_branches.js:601,AIS\Views\Execution\manage_observations_branches.cshtml:385,finalSubmissionParasToAuditee,/ApiCalls/submit_observation_to_auditee,POST,ApiCalls.submit_observation_to_auditee,OBS_ID,"NEW_STATUS_ID, OBS_ID, RISK_ID",SubmitAuditObservationToAuditee,pkg_ar.P_SubmitAuditObservationToAuditee,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,"Controller calls a DBConnection method that is not active or not indexed. | JS sends parameters not present in controller signature: new_status_id, risk_id",Remove unused JS data keys or add explicit controller parameters if expected. | Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\csp\Views_Execution_pre_concluding_audit.js:732,AIS\Views\Execution\pre_concluding_audit.cshtml:311; AIS\Views\FAD\Quality_Assurance_checking.cshtml:380,saveObservationGistandRecommendation,/ApiCalls/add_observation_gist_and_recommendation,POST,ApiCalls.add_observation_gist_and_recommendation,model,"AUDITOR_RECOMMENDATION, GIST_OF_PARA, OBS_ID",AddObservationGistAndRecommendation,,,,,Broken,Controller calls a DBConnection method that is not active or not indexed. | Controller uses complex model binding; JS data keys require model-level verification.,Confirm JS data keys match the bound request/model properties. | Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\csp\Views_Execution_pre_concluding_audit_ho.js:315,AIS\Views\Execution\pre_concluding_audit_ho.cshtml:171; AIS\Views\ManagementAudit\MA_Partials\_PreConcludingAuditHO.cshtml:166,saveObservationGistandRecommendation,/ApiCalls/add_observation_gist_and_recommendation,POST,ApiCalls.add_observation_gist_and_recommendation,model,"AUDITOR_RECOMMENDATION, GIST_OF_PARA, OBS_ID",AddObservationGistAndRecommendation,,,,,Broken,Controller calls a DBConnection method that is not active or not indexed. | Controller uses complex model binding; JS data keys require model-level verification.,Confirm JS data keys match the bound request/model properties. | Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\fieldAudit\manageObservationBranchesReplica.js:398,AIS\Views\FieldAudit\_ManageObservationBranches.cshtml:439,getSubProcessList,/ApiCalls/sub_checklist,POST,ApiCalls.sub_checklist,"T_ID, ENG_ID","T_ID, option",GetAuditChecklistSub,pkg_ar.p_GetAuditChecklistSub,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,JS data is missing controller parameters: eng_id | JS sends parameters not present in controller signature: option,Add the missing JS data keys or update the controller signature if model binding is intentional. | Remove unused JS data keys or add explicit controller parameters if expected.
AIS\wwwroot\js\fieldAudit\manageObservationBranchesReplica.js:753,AIS\Views\FieldAudit\_ManageObservationBranches.cshtml:439,finalSubmissionParasToAuditee,/ApiCalls/submit_observation_to_auditee,POST,ApiCalls.submit_observation_to_auditee,OBS_ID,"NEW_STATUS_ID, OBS_ID, RISK_ID",GetObservationSubmittedNotificationData,,,,,Broken,"Controller calls a DBConnection method that is not active or not indexed. | JS sends parameters not present in controller signature: new_status_id, risk_id",Remove unused JS data keys or add explicit controller parameters if expected. | Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\fieldAudit\manageObservationBranchesReplica.js:753,AIS\Views\FieldAudit\_ManageObservationBranches.cshtml:439,finalSubmissionParasToAuditee,/ApiCalls/submit_observation_to_auditee,POST,ApiCalls.submit_observation_to_auditee,OBS_ID,"NEW_STATUS_ID, OBS_ID, RISK_ID",IsObservationSubmittedToAuditee,,,,,Broken,"Controller calls a DBConnection method that is not active or not indexed. | JS sends parameters not present in controller signature: new_status_id, risk_id",Remove unused JS data keys or add explicit controller parameters if expected. | Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\fieldAudit\manageObservationBranchesReplica.js:753,AIS\Views\FieldAudit\_ManageObservationBranches.cshtml:439,finalSubmissionParasToAuditee,/ApiCalls/submit_observation_to_auditee,POST,ApiCalls.submit_observation_to_auditee,OBS_ID,"NEW_STATUS_ID, OBS_ID, RISK_ID",SubmitAuditObservationToAuditee,pkg_ar.P_SubmitAuditObservationToAuditee,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,"Controller calls a DBConnection method that is not active or not indexed. | JS sends parameters not present in controller signature: new_status_id, risk_id",Remove unused JS data keys or add explicit controller parameters if expected. | Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\fieldAudit\observationReplica.js:239,AIS\Views\FieldAudit\_Observation.cshtml:315,clearPending,/ApiCalls/sub_checklist,POST,ApiCalls.sub_checklist,"T_ID, ENG_ID","T_ID, option",GetAuditChecklistSub,pkg_ar.p_GetAuditChecklistSub,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,JS data is missing controller parameters: eng_id | JS sends parameters not present in controller signature: option,Add the missing JS data keys or update the controller signature if model binding is intentional. | Remove unused JS data keys or add explicit controller parameters if expected.
AIS\wwwroot\js\csp\Views_HM_old_paras_monitoring_ppno.js:88,AIS\Views\HM\old_paras_monitoring_ppno.cshtml:85,viewParaText,/ApiCalls/getallparatext,GET,ApiCalls.GetAllParaText,comId,comId,Get_All_Para_Text,PKG_FAD.P_GetParaText,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)",Add the missing DBConnection hardening statements around the OracleCommand.
AIS\wwwroot\js\csp\Views_IAMS_old_para.js:119,AIS\Views\IAMS\old_para.cshtml:198,publishResponseChanges,/ApiCalls/add_legacy_para_observation_text,POST,ApiCalls.add_legacy_para_observation_text,ob,"ID, PARA_TEXT, PROCESS, PROCESS_DETAIL, RESPONSIBLE_PP_NO, SUB_PROCESS, option",AddOldParas,pkg_hd.P_AddOldParas,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,Controller uses complex model binding; JS data keys require model-level verification. | Package procedure missing from checked-in source: pkg_ais.P_AddOldParasResponsibilityAssigned,Confirm JS data keys match the bound request/model properties. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_IAMS_old_para.js:119,AIS\Views\IAMS\old_para.cshtml:198,publishResponseChanges,/ApiCalls/add_legacy_para_observation_text,POST,ApiCalls.add_legacy_para_observation_text,ob,"ID, PARA_TEXT, PROCESS, PROCESS_DETAIL, RESPONSIBLE_PP_NO, SUB_PROCESS, option",AddOldParas,pkg_ais.P_AddOldParasResponsibilityAssigned,No,No,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,Controller uses complex model binding; JS data keys require model-level verification. | Package procedure missing from checked-in source: pkg_ais.P_AddOldParasResponsibilityAssigned,Confirm JS data keys match the bound request/model properties. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_IAMS_paras.js:21,AIS\Views\IAMS\paras.cshtml:177,getLegacyPara,/ApiCalls/get_outstanding_para,POST,ApiCalls.get_outstanding_para,ENTITY_ID,"ENTITY_ID, option",GetOutstandingParas,,,,,Broken,Controller calls a DBConnection method that is not active or not indexed. | JS sends parameters not present in controller signature: option,Remove unused JS data keys or add explicit controller parameters if expected. | Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\csp\Views_IAMS_paras.js:119,AIS\Views\IAMS\paras.cshtml:177,publishResponseChanges,/ApiCalls/add_legacy_para_observation_text,POST,ApiCalls.add_legacy_para_observation_text,ob,"ID, PARA_TEXT, PROCESS, PROCESS_DETAIL, RESPONSIBLE_PP_NO, SUB_PROCESS, option",AddOldParas,pkg_hd.P_AddOldParas,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,Controller uses complex model binding; JS data keys require model-level verification. | Package procedure missing from checked-in source: pkg_ais.P_AddOldParasResponsibilityAssigned,Confirm JS data keys match the bound request/model properties. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_IAMS_paras.js:119,AIS\Views\IAMS\paras.cshtml:177,publishResponseChanges,/ApiCalls/add_legacy_para_observation_text,POST,ApiCalls.add_legacy_para_observation_text,ob,"ID, PARA_TEXT, PROCESS, PROCESS_DETAIL, RESPONSIBLE_PP_NO, SUB_PROCESS, option",AddOldParas,pkg_ais.P_AddOldParasResponsibilityAssigned,No,No,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,Controller uses complex model binding; JS data keys require model-level verification. | Package procedure missing from checked-in source: pkg_ais.P_AddOldParasResponsibilityAssigned,Confirm JS data keys match the bound request/model properties. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_IID_account_document.js:19,AIS\Views\IID\account_document.cshtml:37,loadAccountDocuments,/ApiCalls/get_iid_biomet_account_documents_sampling_details,POST,ApiCalls.get_iid_biomet_account_documents_sampling_details,AC_NO,AC_NO,GetIidAccountDocuments,pkg_ISM.P_GET_ACCOUNT_DOC,No,No,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd) | Package procedure missing from checked-in source: pkg_ISM.P_GET_ACCOUNT_DOC",Add the missing DBConnection hardening statements around the OracleCommand. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_IID_Account_exception.js:13,AIS\Views\IID\Account_exception.cshtml:30,loadexceptionReport,/ApiCalls/get_iid_exception_account_report,POST,ApiCalls.get_iid_exception_account_report,"ENG_ID, RPT_ID","ENG_ID, RPT_ID",GetIidExceptionReportData,pkg_ISM.P_GET_EXCEPTION_REPORT_DATA,No,No,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=N/A,Broken,"DBConnection disposal pattern needs review. | DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd) | Package procedure missing from checked-in source: pkg_ISM.P_GET_EXCEPTION_REPORT_DATA","Add the missing DBConnection hardening statements around the OracleCommand. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\csp\Views_IID_account_transaction.js:14,AIS\Views\IID\account_transaction.cshtml:35,loadAccountTransactions,/ApiCalls/get_iid_biomet_account_transaction_sampling_details,POST,ApiCalls.get_iid_biomet_account_transaction_sampling_details,"ENG_ID, AC_NO","AC_NO, ENG_ID",GetIidAccountTransactions,pkg_ISM.p_get_account_transcations,No,No,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd) | Package procedure missing from checked-in source: pkg_ISM.p_get_account_transcations",Add the missing DBConnection hardening statements around the OracleCommand. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_IID_Add_Exception_Reports.js:60,AIS\Views\IID\Add_Exception_Reports.cshtml:188,loadReports,/ApiCalls/get_iid_list_of_reports,POST,ApiCalls.get_iid_list_of_reports,ENG_ID,ENG_ID,GetIidListOfReports,pkg_ISM.T_AU_EXCEPTION_REPORT,No,No,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd) | Package procedure missing from checked-in source: pkg_ISM.T_AU_EXCEPTION_REPORT",Add the missing DBConnection hardening statements around the OracleCommand. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_IID_Add_Exception_Reports.js:317,AIS\Views\IID\Add_Exception_Reports.cshtml:188,saveReport,/ApiCalls/add_iid_exception_account_report,POST,ApiCalls.add_iid_exception_account_report,"IND, REPORT_ID, REPORT_TITLE, DESCRIPTION, TYPE, LOAN_STATUS_ID",,AddIidExceptionAccountReport,pkg_ISM.P_ADD_NEW_EXP_REPORT,No,No,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,DBConnection hardening missing: GuardAgainstDynamicSql(cmd) | Package procedure missing from checked-in source: pkg_ISM.P_ADD_NEW_EXP_REPORT,Add the missing DBConnection hardening statements around the OracleCommand. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_IID_Add_Exception_Reports.js:357,AIS\Views\IID\Add_Exception_Reports.cshtml:188,loadFormat,/ApiCalls/get_iid_exception_report_format,GET,ApiCalls.get_iid_exception_report_format,report_id,report_id,GetIidExceptionReportFormat,pkg_ISM.P_GET_EXCEPTION_REPORT_FORMAT,No,No,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Broken,DBConnection hardening missing: GuardAgainstDynamicSql(cmd) | Package procedure missing from checked-in source: pkg_ISM.P_GET_EXCEPTION_REPORT_FORMAT,Add the missing DBConnection hardening statements around the OracleCommand. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_IID_CaseStudy.js:28,AIS\Views\IID\CaseStudy.cshtml:81; AIS\Views\IID\CaseStudy.cshtml:86,loadPageDataByComplaintId,/ApiCalls/GetComplaint,POST,ApiCalls.GetComplaint,complaintId,complaintId,GetComplaint,PKG_INQ.GET_COMPLAINT,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=N/A,Broken,DBConnection disposal pattern needs review. | DBConnection hardening missing: GuardAgainstDynamicSql(cmd),"Add the missing DBConnection hardening statements around the OracleCommand. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\csp\Views_IID_CaseStudy.js:70,AIS\Views\IID\CaseStudy.cshtml:81; AIS\Views\IID\CaseStudy.cshtml:86,complete,/ApiCalls/AddCaseStudy,POST,ApiCalls.AddCaseStudy,model,,AddCaseStudy,PKG_INQ.ADD_CASE_STUDY,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,DBConnection hardening missing: GuardAgainstDynamicSql(cmd),Add the missing DBConnection hardening statements around the OracleCommand.
AIS\wwwroot\js\csp\Views_IID_CaseStudy.js:22,AIS\Views\IID\CaseStudy.cshtml:81; AIS\Views\IID\CaseStudy.cshtml:86,loadComplaintDropdown,/ApiCalls/GetComplaintsDropdown,POST,ApiCalls.GetComplaintsDropdown,pageId,pageId,GetComplaintsDropdown,PKG_INQ.GET_COMPLAINTS_DD,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Broken,DBConnection hardening missing: GuardAgainstDynamicSql(cmd),Add the missing DBConnection hardening statements around the OracleCommand.
AIS\wwwroot\js\csp\Views_IID_Exceptions_Reports.js:65,AIS\Views\IID\Exceptions_Reports.cshtml:47; AIS\Views\IID\Exceptions_Reports.cshtml:52,listSamples,/ApiCalls/get_iid_list_of_reports,POST,ApiCalls.get_iid_list_of_reports,ENG_ID,ENG_ID,GetIidListOfReports,pkg_ISM.T_AU_EXCEPTION_REPORT,No,No,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd) | Package procedure missing from checked-in source: pkg_ISM.T_AU_EXCEPTION_REPORT",Add the missing DBConnection hardening statements around the OracleCommand. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_IID_InquiryReport.js:1722,AIS\Views\IID\FinalApproval.cshtml:13; AIS\Views\IID\FinalApproval.cshtml:21; AIS\Views\IID\InquiryReport.cshtml:13; AIS\Views\IID\InquiryReport.cshtml:21,submitForAnalysis,/ApiCalls/SubmitIidInquiryReportForAnalysis,POST,ApiCalls.SubmitIidInquiryReportForAnalysis,request,,GetIidInqEvidenceFilesByComplaintId,PKG_INQ.P_GET_INQ_EVIDENCE_FILES,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Broken,Controller calls a DBConnection method that is not active or not indexed. | DBConnection hardening missing: GuardAgainstDynamicSql(cmd),Add the missing DBConnection hardening statements around the OracleCommand. | Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\csp\Views_IID_InquiryReport.js:1722,AIS\Views\IID\FinalApproval.cshtml:13; AIS\Views\IID\FinalApproval.cshtml:21; AIS\Views\IID\InquiryReport.cshtml:13; AIS\Views\IID\InquiryReport.cshtml:21,submitForAnalysis,/ApiCalls/SubmitIidInquiryReportForAnalysis,POST,ApiCalls.SubmitIidInquiryReportForAnalysis,request,,SubmitIidInquiryReportForAnalysis,,,,,Broken,Controller calls a DBConnection method that is not active or not indexed. | DBConnection hardening missing: GuardAgainstDynamicSql(cmd),Add the missing DBConnection hardening statements around the OracleCommand. | Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\csp\Views_IID_InquiryReport.js:1733,AIS\Views\IID\FinalApproval.cshtml:13; AIS\Views\IID\FinalApproval.cshtml:21; AIS\Views\IID\InquiryReport.cshtml:13; AIS\Views\IID\InquiryReport.cshtml:21,finalizeReportClosure,/ApiCalls/FinalizeIidReport,POST,ApiCalls.FinalizeIidReport,model,,EnqueueEmail,PKG_INQ.P_ENQUEUE_EMAIL,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Broken,Controller calls a DBConnection method that is not active or not indexed. | DBConnection disposal pattern needs review. | DBConnection hardening missing: GuardAgainstDynamicSql(cmd),"Add the missing DBConnection hardening statements around the OracleCommand. | Restore active DBConnection method or redirect controller to the replacement method. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\csp\Views_IID_InquiryReport.js:1733,AIS\Views\IID\FinalApproval.cshtml:13; AIS\Views\IID\FinalApproval.cshtml:21; AIS\Views\IID\InquiryReport.cshtml:13; AIS\Views\IID\InquiryReport.cshtml:21,finalizeReportClosure,/ApiCalls/FinalizeIidReport,POST,ApiCalls.FinalizeIidReport,model,,FinalizeIidInquiryReport,,,,,Broken,Controller calls a DBConnection method that is not active or not indexed. | DBConnection disposal pattern needs review. | DBConnection hardening missing: GuardAgainstDynamicSql(cmd),"Add the missing DBConnection hardening statements around the OracleCommand. | Restore active DBConnection method or redirect controller to the replacement method. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\csp\Views_IID_InquiryReport.js:1733,AIS\Views\IID\FinalApproval.cshtml:13; AIS\Views\IID\FinalApproval.cshtml:21; AIS\Views\IID\InquiryReport.cshtml:13; AIS\Views\IID\InquiryReport.cshtml:21,finalizeReportClosure,/ApiCalls/FinalizeIidReport,POST,ApiCalls.FinalizeIidReport,model,,FinalizeIidReport,,,,,Broken,Controller calls a DBConnection method that is not active or not indexed. | DBConnection disposal pattern needs review. | DBConnection hardening missing: GuardAgainstDynamicSql(cmd),"Add the missing DBConnection hardening statements around the OracleCommand. | Restore active DBConnection method or redirect controller to the replacement method. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\csp\Views_IID_InquiryReport.js:1733,AIS\Views\IID\FinalApproval.cshtml:13; AIS\Views\IID\FinalApproval.cshtml:21; AIS\Views\IID\InquiryReport.cshtml:13; AIS\Views\IID\InquiryReport.cshtml:21,finalizeReportClosure,/ApiCalls/FinalizeIidReport,POST,ApiCalls.FinalizeIidReport,model,,GetComplaintIdByReportId,PKG_INQ.P_GET_COMPLAINT_ID_BY_REPORT,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Broken,Controller calls a DBConnection method that is not active or not indexed. | DBConnection disposal pattern needs review. | DBConnection hardening missing: GuardAgainstDynamicSql(cmd),"Add the missing DBConnection hardening statements around the OracleCommand. | Restore active DBConnection method or redirect controller to the replacement method. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\csp\Views_IID_InquiryReport.js:1733,AIS\Views\IID\FinalApproval.cshtml:13; AIS\Views\IID\FinalApproval.cshtml:21; AIS\Views\IID\InquiryReport.cshtml:13; AIS\Views\IID\InquiryReport.cshtml:21,finalizeReportClosure,/ApiCalls/FinalizeIidReport,POST,ApiCalls.FinalizeIidReport,model,,GetLatestInquiryReportByComplaintId,PKG_INQ.GET_LATEST_INQUIRY_REPORT_BY_COMPLAINT,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=N/A,Broken,Controller calls a DBConnection method that is not active or not indexed. | DBConnection disposal pattern needs review. | DBConnection hardening missing: GuardAgainstDynamicSql(cmd),"Add the missing DBConnection hardening statements around the OracleCommand. | Restore active DBConnection method or redirect controller to the replacement method. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\csp\Views_IID_InquiryReport.js:1705,AIS\Views\IID\FinalApproval.cshtml:13; AIS\Views\IID\FinalApproval.cshtml:21; AIS\Views\IID\InquiryReport.cshtml:13; AIS\Views\IID\InquiryReport.cshtml:21,loadComplaint,/ApiCalls/GetComplaint,POST,ApiCalls.GetComplaint,complaintId,complaintId,GetComplaint,PKG_INQ.GET_COMPLAINT,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=N/A,Broken,DBConnection disposal pattern needs review. | DBConnection hardening missing: GuardAgainstDynamicSql(cmd),"Add the missing DBConnection hardening statements around the OracleCommand. | Use using blocks/declarations for connection, command, and reader."
